kepoi_name,kepid,koi_disposition,label,path
K04288.01,4548011,CONFIRMED,1,data/processed/K04288_01.npz
K04288.02,4548011,CANDIDATE,1,data/processed/K04288_02.npz
K04288.03,4548011,FALSE POSITIVE,0,data/processed/K04288_03.npz
K04157.01,4548098,CONFIRMED,1,data/processed/K04157_01.npz
K04157.02,4548098,CANDIDATE,1,data/processed/K04157_02.npz
K02576.01,4551663,FALSE POSITIVE,0,data/processed/K02576_01.npz
K02691.01,4552729,CANDIDATE,1,data/processed/K02691_01.npz
K04491.01,4556468,CONFIRMED,1,data/processed/K04491_01.npz
K08094.01,4557341,FALSE POSITIVE,0,data/processed/K08094_01.npz
K00627.02,4563268,CONFIRMED,1,data/processed/K00627_02.npz
K00627.01,4563268,CONFIRMED,1,data/processed/K00627_01.npz
K05070.01,4565943,FALSE POSITIVE,0,data/processed/K05070_01.npz
K08247.01,4566999,FALSE POSITIVE,0,data/processed/K08247_01.npz
K06425.01,4567118,CANDIDATE,1,data/processed/K06425_01.npz
K04248.01,4568117,FALSE POSITIVE,0,data/processed/K04248_01.npz
K04355.01,4571004,FALSE POSITIVE,0,data/processed/K04355_01.npz
K04355.02,4571004,FALSE POSITIVE,0,data/processed/K04355_02.npz
K04355.03,4571004,FALSE POSITIVE,0,data/processed/K04355_03.npz
K04355.04,4571004,FALSE POSITIVE,0,data/processed/K04355_04.npz
K04355.05,4571004,FALSE POSITIVE,0,data/processed/K04355_05.npz
K02954.01,4571536,FALSE POSITIVE,0,data/processed/K02954_01.npz
K04353.01,4571844,CANDIDATE,1,data/processed/K04353_01.npz
K08249.01,4572728,CANDIDATE,1,data/processed/K08249_01.npz
K03181.01,4577484,FALSE POSITIVE,0,data/processed/K03181_01.npz
K06429.01,4578594,FALSE POSITIVE,0,data/processed/K06429_01.npz
K03884.01,4579313,FALSE POSITIVE,0,data/processed/K03884_01.npz
K03657.01,4579321,FALSE POSITIVE,0,data/processed/K03657_01.npz
K04680.01,4587135,CANDIDATE,1,data/processed/K04680_01.npz
K06430.01,4587448,FALSE POSITIVE,0,data/processed/K06430_01.npz
K00446.01,4633570,CONFIRMED,1,data/processed/K00446_01.npz
K00446.02,4633570,CONFIRMED,1,data/processed/K00446_02.npz
K03328.01,4634135,FALSE POSITIVE,0,data/processed/K03328_01.npz
K04138.01,4636565,FALSE POSITIVE,0,data/processed/K04138_01.npz
K00628.01,4644604,CONFIRMED,1,data/processed/K00628_01.npz
K03437.01,4645174,CONFIRMED,1,data/processed/K03437_01.npz
K03437.02,4645174,CANDIDATE,1,data/processed/K03437_02.npz
K08095.01,4645492,FALSE POSITIVE,0,data/processed/K08095_01.npz
K04783.01,4645833,FALSE POSITIVE,0,data/processed/K04783_01.npz
K04806.01,4647662,FALSE POSITIVE,0,data/processed/K04806_01.npz
K05074.01,4647949,FALSE POSITIVE,0,data/processed/K05074_01.npz
K00629.01,4656049,CONFIRMED,1,data/processed/K00629_01.npz
K06432.01,4661634,FALSE POSITIVE,0,data/processed/K06432_01.npz
K07551.01,4662363,FALSE POSITIVE,0,data/processed/K07551_01.npz
K03187.01,4663658,FALSE POSITIVE,0,data/processed/K03187_01.npz
K04642.01,4664743,FALSE POSITIVE,0,data/processed/K04642_01.npz
K03872.01,4666008,FALSE POSITIVE,0,data/processed/K03872_01.npz
K04128.01,4669402,FALSE POSITIVE,0,data/processed/K04128_01.npz
K02560.01,4670217,CANDIDATE,1,data/processed/K02560_01.npz
K07700.01,4670361,CANDIDATE,1,data/processed/K07700_01.npz
K06434.01,4671584,FALSE POSITIVE,0,data/processed/K06434_01.npz
K04056.01,4673628,CONFIRMED,1,data/processed/K04056_01.npz
K03069.01,4676964,CANDIDATE,1,data/processed/K03069_01.npz
K02766.01,4677282,FALSE POSITIVE,0,data/processed/K02766_01.npz
K03664.01,4678875,FALSE POSITIVE,0,data/processed/K03664_01.npz
K04219.01,4678919,FALSE POSITIVE,0,data/processed/K04219_01.npz
K04425.01,4679314,FALSE POSITIVE,0,data/processed/K04425_01.npz
K04049.01,4679687,FALSE POSITIVE,0,data/processed/K04049_01.npz
K04707.01,4680772,FALSE POSITIVE,0,data/processed/K04707_01.npz
K06436.01,4681152,FALSE POSITIVE,0,data/processed/K06436_01.npz
K06438.01,4729553,FALSE POSITIVE,0,data/processed/K06438_01.npz
K07702.01,4730442,FALSE POSITIVE,0,data/processed/K07702_01.npz
K05076.01,4732015,FALSE POSITIVE,0,data/processed/K05076_01.npz
K05076.02,4732015,FALSE POSITIVE,0,data/processed/K05076_02.npz
K05077.01,4732137,FALSE POSITIVE,0,data/processed/K05077_01.npz
K06439.01,4736208,FALSE POSITIVE,0,data/processed/K06439_01.npz
K01996.01,4736569,CONFIRMED,1,data/processed/K01996_01.npz
K01996.02,4736569,CANDIDATE,1,data/processed/K01996_02.npz
K03330.01,4736644,CONFIRMED,1,data/processed/K03330_01.npz
K06117.01,4737267,FALSE POSITIVE,0,data/processed/K06117_01.npz
K06441.01,4737302,FALSE POSITIVE,0,data/processed/K06441_01.npz
K05079.01,4737848,CANDIDATE,1,data/processed/K05079_01.npz
K08096.01,4738095,FALSE POSITIVE,0,data/processed/K08096_01.npz
K06442.01,4739194,FALSE POSITIVE,0,data/processed/K06442_01.npz
K06118.01,4739229,CANDIDATE,1,data/processed/K06118_01.npz
K06118.02,4739229,CANDIDATE,1,data/processed/K06118_02.npz
K06443.01,4739565,FALSE POSITIVE,0,data/processed/K06443_01.npz
K06119.01,4740676,FALSE POSITIVE,0,data/processed/K06119_01.npz
K06444.01,4740688,FALSE POSITIVE,0,data/processed/K06444_01.npz
K05081.01,4741777,FALSE POSITIVE,0,data/processed/K05081_01.npz
K06120.01,4742420,CANDIDATE,1,data/processed/K06120_01.npz
K06120.02,4742420,CANDIDATE,1,data/processed/K06120_02.npz
K07704.01,4742452,CANDIDATE,1,data/processed/K07704_01.npz
K03572.01,4743508,FALSE POSITIVE,0,data/processed/K03572_01.npz
K00024.01,4743513,FALSE POSITIVE,0,data/processed/K00024_01.npz
K04649.01,4750669,CANDIDATE,1,data/processed/K04649_01.npz
K00109.01,4752451,FALSE POSITIVE,0,data/processed/K00109_01.npz
K05996.01,4753561,FALSE POSITIVE,0,data/processed/K05996_01.npz
K04365.01,4754831,FALSE POSITIVE,0,data/processed/K04365_01.npz
K04365.02,4754831,FALSE POSITIVE,0,data/processed/K04365_02.npz
K04365.03,4754831,FALSE POSITIVE,0,data/processed/K04365_03.npz
K06447.01,4758350,FALSE POSITIVE,0,data/processed/K06447_01.npz
K06447.02,4758350,CANDIDATE,1,data/processed/K06447_02.npz
K05084.01,4760478,CONFIRMED,1,data/processed/K05084_01.npz
K06449.01,4760959,CANDIDATE,1,data/processed/K06449_01.npz
K02249.01,4761060,FALSE POSITIVE,0,data/processed/K02249_01.npz
K05085.01,4761427,CANDIDATE,1,data/processed/K05085_01.npz
K07706.01,4762283,CANDIDATE,1,data/processed/K07706_01.npz
K08097.01,4763020,FALSE POSITIVE,0,data/processed/K08097_01.npz
K04825.01,4764774,FALSE POSITIVE,0,data/processed/K04825_01.npz
K06450.01,4764969,CANDIDATE,1,data/processed/K06450_01.npz
K06451.01,4768756,FALSE POSITIVE,0,data/processed/K06451_01.npz
K02077.01,4768846,FALSE POSITIVE,0,data/processed/K02077_01.npz
K05086.01,4769799,FALSE POSITIVE,0,data/processed/K05086_01.npz
K06452.01,4769824,FALSE POSITIVE,0,data/processed/K06452_01.npz
K04058.01,4769931,FALSE POSITIVE,0,data/processed/K04058_01.npz
K02243.01,4770617,CONFIRMED,1,data/processed/K02243_01.npz
K02243.03,4770617,CANDIDATE,1,data/processed/K02243_03.npz
K02243.02,4770617,CONFIRMED,1,data/processed/K02243_02.npz
K05087.01,4770798,CANDIDATE,1,data/processed/K05087_01.npz
K08250.01,4772095,FALSE POSITIVE,0,data/processed/K08250_01.npz
K06453.01,4773155,FALSE POSITIVE,0,data/processed/K06453_01.npz
K04367.01,4773392,CANDIDATE,1,data/processed/K04367_01.npz
K01959.01,4813563,CONFIRMED,1,data/processed/K01959_01.npz
K07708.01,4813793,CANDIDATE,1,data/processed/K07708_01.npz
K05089.01,4814168,FALSE POSITIVE,0,data/processed/K05089_01.npz
K00367.01,4815520,CONFIRMED,1,data/processed/K00367_01.npz
K05090.01,4815612,FALSE POSITIVE,0,data/processed/K05090_01.npz
K05091.01,4819158,FALSE POSITIVE,0,data/processed/K05091_01.npz
K03823.01,4820550,CANDIDATE,1,data/processed/K03823_01.npz
K03533.01,4824268,FALSE POSITIVE,0,data/processed/K03533_01.npz
K06121.01,4826439,FALSE POSITIVE,0,data/processed/K06121_01.npz
K00632.01,4827723,CONFIRMED,1,data/processed/K00632_01.npz
K02395.01,4829935,FALSE POSITIVE,0,data/processed/K02395_01.npz
K06454.01,4830859,CANDIDATE,1,data/processed/K06454_01.npz
K02739.01,4831728,CONFIRMED,1,data/processed/K02739_01.npz
K02739.02,4831728,CANDIDATE,1,data/processed/K02739_02.npz
K04013.01,4832225,FALSE POSITIVE,0,data/processed/K04013_01.npz
K00605.01,4832837,CONFIRMED,1,data/processed/K00605_01.npz
K00605.02,4832837,CANDIDATE,1,data/processed/K00605_02.npz
K00498.01,4833135,FALSE POSITIVE,0,data/processed/K00498_01.npz
K05092.01,4833409,CANDIDATE,1,data/processed/K05092_01.npz
K00232.01,4833421,CONFIRMED,1,data/processed/K00232_01.npz
K00232.02,4833421,CONFIRMED,1,data/processed/K00232_02.npz
K00232.03,4833421,CONFIRMED,1,data/processed/K00232_03.npz
K00232.04,4833421,CONFIRMED,1,data/processed/K00232_04.npz
K00232.05,4833421,CONFIRMED,1,data/processed/K00232_05.npz
K07709.01,4840156,FALSE POSITIVE,0,data/processed/K07709_01.npz
K06457.01,4840263,FALSE POSITIVE,0,data/processed/K06457_01.npz
K05093.01,4840327,FALSE POSITIVE,0,data/processed/K05093_01.npz
K06458.01,4840818,FALSE POSITIVE,0,data/processed/K06458_01.npz
K00633.01,4841374,CONFIRMED,1,data/processed/K00633_01.npz
K04683.01,4843592,FALSE POSITIVE,0,data/processed/K04683_01.npz
K05094.01,4843751,FALSE POSITIVE,0,data/processed/K05094_01.npz
K04498.01,4844367,CANDIDATE,1,data/processed/K04498_01.npz
K03469.01,4844470,CANDIDATE,1,data/processed/K03469_01.npz
K04606.01,4845862,FALSE POSITIVE,0,data/processed/K04606_01.npz
K02900.01,4846856,CANDIDATE,1,data/processed/K02900_01.npz
K03067.01,4847782,FALSE POSITIVE,0,data/processed/K03067_01.npz
K08251.01,4847801,FALSE POSITIVE,0,data/processed/K08251_01.npz
K06459.01,4847832,FALSE POSITIVE,0,data/processed/K06459_01.npz
K03505.01,4847843,FALSE POSITIVE,0,data/processed/K03505_01.npz
K04537.01,4848115,FALSE POSITIVE,0,data/processed/K04537_01.npz
K04573.01,4848321,FALSE POSITIVE,0,data/processed/K04573_01.npz
K03560.01,4848423,FALSE POSITIVE,0,data/processed/K03560_01.npz
K02991.01,4848424,FALSE POSITIVE,0,data/processed/K02991_01.npz
K04092.01,4850961,CONFIRMED,1,data/processed/K04092_01.npz
K04688.01,4851145,FALSE POSITIVE,0,data/processed/K04688_01.npz
K07553.01,4851195,FALSE POSITIVE,0,data/processed/K07553_01.npz
K06460.01,4851217,FALSE POSITIVE,0,data/processed/K06460_01.npz
K01757.01,4851464,FALSE POSITIVE,0,data/processed/K01757_01.npz
K04695.01,4852297,FALSE POSITIVE,0,data/processed/K04695_01.npz
K00500.01,4852528,CONFIRMED,1,data/processed/K00500_01.npz
K00500.02,4852528,CONFIRMED,1,data/processed/K00500_02.npz
K00500.03,4852528,CONFIRMED,1,data/processed/K00500_03.npz
K00500.04,4852528,CONFIRMED,1,data/processed/K00500_04.npz
K00500.05,4852528,CONFIRMED,1,data/processed/K00500_05.npz
K05095.01,4856592,FALSE POSITIVE,0,data/processed/K05095_01.npz
K03061.01,4857058,CONFIRMED,1,data/processed/K03061_01.npz
K03061.02,4857058,CANDIDATE,1,data/processed/K03061_02.npz
K02120.01,4857213,CONFIRMED,1,data/processed/K02120_01.npz
K02844.01,4858610,FALSE POSITIVE,0,data/processed/K02844_01.npz
K01600.01,4860932,FALSE POSITIVE,0,data/processed/K01600_01.npz
K00634.01,4861736,FALSE POSITIVE,0,data/processed/K00634_01.npz
K04278.01,4861784,FALSE POSITIVE,0,data/processed/K04278_01.npz
K06463.01,4862332,FALSE POSITIVE,0,data/processed/K06463_01.npz
K06464.01,4862625,FALSE POSITIVE,0,data/processed/K06464_01.npz
K06464.02,4862625,FALSE POSITIVE,0,data/processed/K06464_02.npz
K06464.03,4862625,CANDIDATE,1,data/processed/K06464_03.npz
K07554.01,4862924,CANDIDATE,1,data/processed/K07554_01.npz
K05096.01,4863260,FALSE POSITIVE,0,data/processed/K05096_01.npz
K06465.01,4863369,FALSE POSITIVE,0,data/processed/K06465_01.npz
K06466.01,4863753,FALSE POSITIVE,0,data/processed/K06466_01.npz
K03944.01,4864734,FALSE POSITIVE,0,data/processed/K03944_01.npz
K04717.01,4902202,CANDIDATE,1,data/processed/K04717_01.npz
K05097.01,4902673,FALSE POSITIVE,0,data/processed/K05097_01.npz
K06468.01,4908495,FALSE POSITIVE,0,data/processed/K06468_01.npz
K03175.01,4909707,FALSE POSITIVE,0,data/processed/K03175_01.npz
K06469.01,4912589,FALSE POSITIVE,0,data/processed/K06469_01.npz
K05098.01,4912650,CANDIDATE,1,data/processed/K05098_01.npz
K05997.01,4912991,FALSE POSITIVE,0,data/processed/K05997_01.npz
K05099.01,4914221,CANDIDATE,1,data/processed/K05099_01.npz
K05100.01,4914399,FALSE POSITIVE,0,data/processed/K05100_01.npz
K00108.01,4914423,CONFIRMED,1,data/processed/K00108_01.npz
K00108.02,4914423,CONFIRMED,1,data/processed/K00108_02.npz
K06471.01,4914737,FALSE POSITIVE,0,data/processed/K06471_01.npz
K05101.01,4915582,CANDIDATE,1,data/processed/K05101_01.npz
K02617.01,4915638,CONFIRMED,1,data/processed/K02617_01.npz
K05102.01,4917357,FALSE POSITIVE,0,data/processed/K05102_01.npz
K01973.01,4917596,CONFIRMED,1,data/processed/K01973_01.npz
K05103.01,4917658,FALSE POSITIVE,0,data/processed/K05103_01.npz
K04766.01,4919550,CANDIDATE,1,data/processed/K04766_01.npz
K04766.02,4919550,FALSE POSITIVE,0,data/processed/K04766_02.npz
K01663.01,4927315,FALSE POSITIVE,0,data/processed/K01663_01.npz
K05105.01,4927738,FALSE POSITIVE,0,data/processed/K05105_01.npz
K01664.01,4928119,FALSE POSITIVE,0,data/processed/K01664_01.npz
K04018.01,4929299,FALSE POSITIVE,0,data/processed/K04018_01.npz
K06473.01,4931073,FALSE POSITIVE,0,data/processed/K06473_01.npz
K06474.01,4932691,FALSE POSITIVE,0,data/processed/K06474_01.npz
K06122.01,4933476,FALSE POSITIVE,0,data/processed/K06122_01.npz
K02962.01,4935172,CANDIDATE,1,data/processed/K02962_01.npz
K03715.01,4937143,FALSE POSITIVE,0,data/processed/K03715_01.npz
K06475.01,4939265,CANDIDATE,1,data/processed/K06475_01.npz
K01873.01,4939346,CONFIRMED,1,data/processed/K01873_01.npz
K01873.02,4939346,CONFIRMED,1,data/processed/K01873_02.npz
K02899.01,4939533,CANDIDATE,1,data/processed/K02899_01.npz
K06476.01,4940201,FALSE POSITIVE,0,data/processed/K06476_01.npz
K07711.01,4940203,CANDIDATE,1,data/processed/K07711_01.npz
K04377.01,4945764,CANDIDATE,1,data/processed/K04377_01.npz
K01936.01,4945877,FALSE POSITIVE,0,data/processed/K01936_01.npz
K05109.01,4946581,FALSE POSITIVE,0,data/processed/K05109_01.npz
K04088.01,4946584,FALSE POSITIVE,0,data/processed/K04088_01.npz
K06477.01,4946680,FALSE POSITIVE,0,data/processed/K06477_01.npz
K03936.01,4947556,CANDIDATE,1,data/processed/K03936_01.npz
K03936.02,4947556,CONFIRMED,1,data/processed/K03936_02.npz
K06478.01,4947726,FALSE POSITIVE,0,data/processed/K06478_01.npz
K03272.01,4948730,FALSE POSITIVE,0,data/processed/K03272_01.npz
K06480.01,4949027,FALSE POSITIVE,0,data/processed/K06480_01.npz
K06481.01,4949214,FALSE POSITIVE,0,data/processed/K06481_01.npz
K03852.01,4949524,FALSE POSITIVE,0,data/processed/K03852_01.npz
K00404.01,4949751,FALSE POSITIVE,0,data/processed/K00404_01.npz
K06482.01,4950341,FALSE POSITIVE,0,data/processed/K06482_01.npz
K02258.01,4951249,FALSE POSITIVE,0,data/processed/K02258_01.npz
K00501.01,4951877,CANDIDATE,1,data/processed/K00501_01.npz
K02818.01,4952341,FALSE POSITIVE,0,data/processed/K02818_01.npz
K04676.01,4953173,CANDIDATE,1,data/processed/K04676_01.npz
K04676.02,4953173,FALSE POSITIVE,0,data/processed/K04676_02.npz
K05110.01,4953262,CANDIDATE,1,data/processed/K05110_01.npz
K06123.01,4990977,FALSE POSITIVE,0,data/processed/K06123_01.npz
K06484.01,4995716,CANDIDATE,1,data/processed/K06484_01.npz
K07712.01,4996057,CANDIDATE,1,data/processed/K07712_01.npz
K05111.01,4996558,FALSE POSITIVE,0,data/processed/K05111_01.npz
K06485.01,5000179,FALSE POSITIVE,0,data/processed/K06485_01.npz
K00405.01,5003117,FALSE POSITIVE,0,data/processed/K00405_01.npz
K04524.01,5003670,CONFIRMED,1,data/processed/K04524_01.npz
K04524.02,5003670,CANDIDATE,1,data/processed/K04524_02.npz
K04524.03,5003670,CANDIDATE,1,data/processed/K04524_03.npz
K03421.01,5004909,CANDIDATE,1,data/processed/K03421_01.npz
K02237.01,5005121,CONFIRMED,1,data/processed/K02237_01.npz
K03186.01,5005618,FALSE POSITIVE,0,data/processed/K03186_01.npz
K05112.01,5006817,FALSE POSITIVE,0,data/processed/K05112_01.npz
K03770.01,5008245,CANDIDATE,1,data/processed/K03770_01.npz
K05113.01,5008775,FALSE POSITIVE,0,data/processed/K05113_01.npz
K07713.01,5009688,FALSE POSITIVE,0,data/processed/K07713_01.npz
K00606.01,5014753,FALSE POSITIVE,0,data/processed/K00606_01.npz
K02966.01,5014903,FALSE POSITIVE,0,data/processed/K02966_01.npz
K01667.01,5015913,FALSE POSITIVE,0,data/processed/K01667_01.npz
K06486.01,5017058,FALSE POSITIVE,0,data/processed/K06486_01.npz
K06487.01,5018787,FALSE POSITIVE,0,data/processed/K06487_01.npz
K06488.01,5019567,FALSE POSITIVE,0,data/processed/K06488_01.npz
K00635.01,5020319,CONFIRMED,1,data/processed/K00635_01.npz
K03679.01,5021174,FALSE POSITIVE,0,data/processed/K03679_01.npz
K00447.01,5021176,FALSE POSITIVE,0,data/processed/K00447_01.npz
K06489.01,5021432,CANDIDATE,1,data/processed/K06489_01.npz
K06490.01,5021732,FALSE POSITIVE,0,data/processed/K06490_01.npz
K00026.01,5021737,FALSE POSITIVE,0,data/processed/K00026_01.npz
K06491.01,5022440,FALSE POSITIVE,0,data/processed/K06491_01.npz
K06492.01,5022900,FALSE POSITIVE,0,data/processed/K06492_01.npz
K03570.01,5023948,FALSE POSITIVE,0,data/processed/K03570_01.npz
K00233.01,5023956,FALSE POSITIVE,0,data/processed/K00233_01.npz
K06493.01,5024126,FALSE POSITIVE,0,data/processed/K06493_01.npz
K04286.01,5024177,FALSE POSITIVE,0,data/processed/K04286_01.npz
K06494.01,5024268,FALSE POSITIVE,0,data/processed/K06494_01.npz
K03579.01,5024292,FALSE POSITIVE,0,data/processed/K03579_01.npz
K06495.01,5024372,FALSE POSITIVE,0,data/processed/K06495_01.npz
K07555.01,5024414,FALSE POSITIVE,0,data/processed/K07555_01.npz
K05116.01,5024476,FALSE POSITIVE,0,data/processed/K05116_01.npz
K06496.01,5025217,FALSE POSITIVE,0,data/processed/K06496_01.npz
K06497.01,5025234,FALSE POSITIVE,0,data/processed/K06497_01.npz
K08252.01,5026023,FALSE POSITIVE,0,data/processed/K08252_01.npz
K06499.01,5026187,FALSE POSITIVE,0,data/processed/K06499_01.npz
K04280.01,5026326,FALSE POSITIVE,0,data/processed/K04280_01.npz
K05117.01,5027859,CANDIDATE,1,data/processed/K05117_01.npz
K06500.01,5031804,FALSE POSITIVE,0,data/processed/K06500_01.npz
K05118.01,5032842,FALSE POSITIVE,0,data/processed/K05118_01.npz
K04546.01,5033823,CANDIDATE,1,data/processed/K04546_01.npz
K06124.01,5034333,FALSE POSITIVE,0,data/processed/K06124_01.npz
K05119.01,5036052,CANDIDATE,1,data/processed/K05119_01.npz
K04080.01,5036480,FALSE POSITIVE,0,data/processed/K04080_01.npz
K06502.01,5036516,FALSE POSITIVE,0,data/processed/K06502_01.npz
K06503.01,5036530,FALSE POSITIVE,0,data/processed/K06503_01.npz
K06503.02,5036530,FALSE POSITIVE,0,data/processed/K06503_02.npz
K06504.01,5036538,FALSE POSITIVE,0,data/processed/K06504_01.npz
K02437.01,5036705,CONFIRMED,1,data/processed/K02437_01.npz
K05998.01,5036966,FALSE POSITIVE,0,data/processed/K05998_01.npz
K05120.01,5037742,FALSE POSITIVE,0,data/processed/K05120_01.npz
K05121.01,5039053,FALSE POSITIVE,0,data/processed/K05121_01.npz
K02546.01,5039129,FALSE POSITIVE,0,data/processed/K02546_01.npz
K06125.01,5039441,FALSE POSITIVE,0,data/processed/K06125_01.npz
K06506.01,5039687,FALSE POSITIVE,0,data/processed/K06506_01.npz
K03065.01,5040077,CANDIDATE,1,data/processed/K03065_01.npz
K04085.01,5041847,FALSE POSITIVE,0,data/processed/K04085_01.npz
K06507.01,5042785,FALSE POSITIVE,0,data/processed/K06507_01.npz
K04211.01,5078025,FALSE POSITIVE,0,data/processed/K04211_01.npz
K04211.02,5078025,FALSE POSITIVE,0,data/processed/K04211_02.npz
K06508.01,5078879,FALSE POSITIVE,0,data/processed/K06508_01.npz
K02438.01,5078939,FALSE POSITIVE,0,data/processed/K02438_01.npz
K06509.01,5080346,FALSE POSITIVE,0,data/processed/K06509_01.npz
K05122.01,5080565,FALSE POSITIVE,0,data/processed/K05122_01.npz
K01843.01,5080636,CONFIRMED,1,data/processed/K01843_01.npz
K01843.02,5080636,CANDIDATE,1,data/processed/K01843_02.npz
K06510.01,5080652,FALSE POSITIVE,0,data/processed/K06510_01.npz
K06511.01,5083138,CANDIDATE,1,data/processed/K06511_01.npz
K04202.01,5084171,CONFIRMED,1,data/processed/K04202_01.npz
K06513.01,5087223,CANDIDATE,1,data/processed/K06513_01.npz
K04127.01,5088400,CONFIRMED,1,data/processed/K04127_01.npz
K00282.02,5088536,CONFIRMED,1,data/processed/K00282_02.npz
K00282.03,5088536,CONFIRMED,1,data/processed/K00282_03.npz
K00282.01,5088536,CONFIRMED,1,data/processed/K00282_01.npz
K01801.01,5088591,CONFIRMED,1,data/processed/K01801_01.npz
K00636.01,5090690,FALSE POSITIVE,0,data/processed/K00636_01.npz
K04654.01,5090803,FALSE POSITIVE,0,data/processed/K04654_01.npz
K03182.01,5090937,FALSE POSITIVE,0,data/processed/K03182_01.npz
K06514.01,5091075,FALSE POSITIVE,0,data/processed/K06514_01.npz
K07715.01,5091479,CANDIDATE,1,data/processed/K07715_01.npz
K06515.01,5091614,FALSE POSITIVE,0,data/processed/K06515_01.npz
K05123.01,5091808,FALSE POSITIVE,0,data/processed/K05123_01.npz
K03045.01,5092266,CONFIRMED,1,data/processed/K03045_01.npz
K04116.01,5092655,FALSE POSITIVE,0,data/processed/K04116_01.npz
K06516.01,5092799,CANDIDATE,1,data/processed/K06516_01.npz
K06516.02,5092799,CANDIDATE,1,data/processed/K06516_02.npz
K06517.01,5094301,FALSE POSITIVE,0,data/processed/K06517_01.npz
K05124.01,5094412,CANDIDATE,1,data/processed/K05124_01.npz
K04320.01,5095082,CONFIRMED,1,data/processed/K04320_01.npz
K06518.01,5095269,FALSE POSITIVE,0,data/processed/K06518_01.npz
K02607.01,5095635,CANDIDATE,1,data/processed/K02607_01.npz
K04331.01,5096053,CANDIDATE,1,data/processed/K04331_01.npz
K03093.01,5096590,CONFIRMED,1,data/processed/K03093_01.npz
K06519.01,5097278,FALSE POSITIVE,0,data/processed/K06519_01.npz
K02767.01,5097470,FALSE POSITIVE,0,data/processed/K02767_01.npz
K07716.01,5097856,CANDIDATE,1,data/processed/K07716_01.npz
K02435.01,5097868,FALSE POSITIVE,0,data/processed/K02435_01.npz
K08253.01,5098334,CANDIDATE,1,data/processed/K08253_01.npz
K00637.01,5098444,FALSE POSITIVE,0,data/processed/K00637_01.npz
K06520.01,5098757,FALSE POSITIVE,0,data/processed/K06520_01.npz
K01668.01,5103942,FALSE POSITIVE,0,data/processed/K01668_01.npz
K03660.01,5103998,FALSE POSITIVE,0,data/processed/K03660_01.npz
K02878.01,5106313,CONFIRMED,1,data/processed/K02878_01.npz
K01924.01,5108214,FALSE POSITIVE,0,data/processed/K01924_01.npz
K01777.01,5110423,FALSE POSITIVE,0,data/processed/K01777_01.npz
K05126.01,5110453,CANDIDATE,1,data/processed/K05126_01.npz
K02334.01,5110683,FALSE POSITIVE,0,data/processed/K02334_01.npz
K03571.01,5113053,FALSE POSITIVE,0,data/processed/K03571_01.npz
K06523.01,5113809,FALSE POSITIVE,0,data/processed/K06523_01.npz
K06525.01,5115379,FALSE POSITIVE,0,data/processed/K06525_01.npz
K06526.01,5115688,CANDIDATE,1,data/processed/K06526_01.npz
K06527.01,5119143,FALSE POSITIVE,0,data/processed/K06527_01.npz
K04789.01,5119619,FALSE POSITIVE,0,data/processed/K04789_01.npz
K00639.01,5120087,CONFIRMED,1,data/processed/K00639_01.npz
K07717.01,5120225,FALSE POSITIVE,0,data/processed/K07717_01.npz
K06126.01,5121173,FALSE POSITIVE,0,data/processed/K06126_01.npz
K03099.01,5124254,FALSE POSITIVE,0,data/processed/K03099_01.npz
K01822.01,5124667,CONFIRMED,1,data/processed/K01822_01.npz
K04428.01,5126182,CANDIDATE,1,data/processed/K04428_01.npz
K06529.01,5126627,FALSE POSITIVE,0,data/processed/K06529_01.npz
K08098.01,5128966,FALSE POSITIVE,0,data/processed/K08098_01.npz
K06530.01,5130890,FALSE POSITIVE,0,data/processed/K06530_01.npz
K03325.01,5130983,FALSE POSITIVE,0,data/processed/K03325_01.npz
K00641.01,5131180,CANDIDATE,1,data/processed/K00641_01.npz
K05129.01,5131276,FALSE POSITIVE,0,data/processed/K05129_01.npz
K06531.01,5164794,FALSE POSITIVE,0,data/processed/K06531_01.npz
K05130.01,5166811,CANDIDATE,1,data/processed/K05130_01.npz
K07719.01,5168498,FALSE POSITIVE,0,data/processed/K07719_01.npz
K06532.01,5171707,CANDIDATE,1,data/processed/K06532_01.npz
K06533.01,5172274,FALSE POSITIVE,0,data/processed/K06533_01.npz
K05131.01,5174677,FALSE POSITIVE,0,data/processed/K05131_01.npz
K02532.01,5174858,CONFIRMED,1,data/processed/K02532_01.npz
K06535.01,5174920,FALSE POSITIVE,0,data/processed/K06535_01.npz
K02708.01,5175986,CONFIRMED,1,data/processed/K02708_01.npz
K07556.01,5177065,FALSE POSITIVE,0,data/processed/K07556_01.npz
K05132.01,5179609,FALSE POSITIVE,0,data/processed/K05132_01.npz
K05133.01,5181086,FALSE POSITIVE,0,data/processed/K05133_01.npz
K05134.01,5181299,CANDIDATE,1,data/processed/K05134_01.npz
K03638.01,5181804,FALSE POSITIVE,0,data/processed/K03638_01.npz
K00642.01,5181817,FALSE POSITIVE,0,data/processed/K00642_01.npz
K05135.01,5184144,CANDIDATE,1,data/processed/K05135_01.npz
K01670.01,5184709,CANDIDATE,1,data/processed/K01670_01.npz
K02719.01,5184911,CONFIRMED,1,data/processed/K02719_01.npz
K02719.02,5184911,CANDIDATE,1,data/processed/K02719_02.npz
K07720.01,5185765,FALSE POSITIVE,0,data/processed/K07720_01.npz
